,db_id,original_sql
4372,financial,"SELECT account_id FROM trans GROUP BY account_id HAVING COUNT(trans_id) > 15 AND (MAX(balance) - MIN(balance)) > 125000;"
4373,california_schools,"SELECT s.school FROM schools s WHERE s.county IN ('San Francisco', 'Santa Clara') AND s.charter = 1 GROUP BY s.school HAVING COUNT(DISTINCT s.county) = 2;"
4374,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN CONSTRUCTORID END) AS TOP_CONSTRUCTOR, MAX(CASE WHEN POSITIONORDER = 2 THEN CONSTRUCTORID END) AS SECOND_CONSTRUCTOR, MAX(CASE WHEN POSITIONORDER = 3 THEN CONSTRUCTORID END) AS THIRD_CONSTRUCTOR FROM results WHERE POSITIONORDER <= 5 AND LAPS > 40 GROUP BY RACEID"
4375,card_games,"SELECT t1.* FROM cards t1 JOIN (SELECT min(id) as id FROM cards GROUP BY originaltext) t2 ON t1.id = t2.id"
4376,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS unified_id, COALESCE(a.molecule_id, b.molecule_id) AS chemical_code, COALESCE(a.element, b.bond_type) AS property_value FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Ga%' OR b.transact_dt_tm BETWEEN '2023-01-15' AND '2023-06-15' ORDER BY unified_id ASC, chemical_code DESC"
4377,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.aptt FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'PSS' AND l.aptt > 42 GROUP BY p.diagnosis, l.aptt HAVING COUNT(*) > 2) AS j ON (p.diagnosis = j.diagnosis AND l.aptt = j.aptt)"
4378,toxicology,"SELECT (SELECT COUNT(*) FROM atom WHERE element = 'COPPER') AS element_count, molecule_id, COUNT(*) AS molecule_id_count FROM atom GROUP BY ROLLUP (molecule_id)"
4379,superhero,"SELECT * FROM attribute JOIN hero_attribute ON hero_attribute.attribute_id = attribute.id WHERE NOT (attribute_name = 'Stamina' AND attribute_value BETWEEN 60 AND 80)"
4380,superhero,"SELECT sqA.alignment_count AS total_by_alignment, A.alignment AS alignment, S.superhero_name AS superhero, sqAS.alignment_superhero_count AS count_by_alignment_superhero FROM (SELECT alignment_id, COUNT(*) AS alignment_count FROM superhero WHERE alignment_id IS NOT NULL GROUP BY alignment_id) sqA INNER JOIN (SELECT alignment_id, id, COUNT(*) AS alignment_superhero_count FROM superhero WHERE id IS NOT NULL GROUP BY alignment_id, id) sqAS ON sqA.alignment_id = sqAS.alignment_id INNER JOIN alignment A ON sqA.alignment_id = A.id INNER JOIN superhero S ON sqAS.id = S.id WHERE A.alignment = 'Good' AND S.superhero_name LIKE 'Wonder%' ORDER BY A.alignment, S.superhero_name;"
4381,toxicology,"SELECT molecule_id, COUNT(DISTINCT CASE WHEN bond_type = 'aromatic' THEN 1 END) AS aromatic_bonds, COUNT(DISTINCT CASE WHEN bond_type IN ('ionic', 'metallic') THEN molecule_id END) AS special_bonds FROM bond GROUP BY molecule_id;"
4382,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE a.element = 'S' AND br.bond_seq BETWEEN 2 AND 4 ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, c.atom_id2 NULLS LAST"
4383,european_football_2,"SELECT P.player_name, P.height, PA.overall_rating FROM player AS P JOIN player_attributes AS PA ON P.player_api_id = PA.player_api_id WHERE P.height BETWEEN 180 AND 190 AND PA.overall_rating > 85"
4384,card_games,"SELECT * FROM cards WHERE 3 = (CASE WHEN artist LIKE 'Y%' THEN 1 ELSE 0 END) + (CASE WHEN convertedmanacost = 5.5 THEN 1 ELSE 0 END) + (CASE WHEN hasfoil = 1 THEN 1 ELSE 0 END);"
4385,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_id, bl.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'N' ORDER BY m.molecule_id ASC, a.atom_id DESC, bl.bond_id NULLS FIRST"
4386,formula_1,"SELECT RACEID, MAX(CASE WHEN POSITIONORDER = 1 THEN DRIVERID END) AS WINNER, MAX(CASE WHEN POSITIONORDER = 2 THEN DRIVERID END) AS RUNNER_UP, MAX(CASE WHEN POSITIONORDER = 3 THEN DRIVERID END) AS THIRD_PLACE FROM results WHERE POSITIONORDER <= 3 AND LAPS > 85 GROUP BY RACEID"
4387,superhero,"WITH SUPERHERO_RANK AS (SELECT ID, SUPERHERO_NAME, ROW_NUMBER() OVER (ORDER BY HEIGHT_CM DESC NULLS LAST) AS RANK FROM SUPERHERO) SELECT S1.SUPERHERO_NAME AS CURRENT_HERO, S2.SUPERHERO_NAME AS HERO_AFTER_10 FROM SUPERHERO_RANK AS S1 LEFT JOIN SUPERHERO_RANK AS S2 ON S2.RANK = S1.RANK + 10"
4388,student_club,"SELECT m.email, e.event_name, b.remaining, z.city FROM member AS m LEFT JOIN attendance AS a ON m.member_id = a.link_to_member LEFT JOIN event AS e ON a.link_to_event = e.event_id LEFT JOIN budget AS b ON e.event_id = b.link_to_event LEFT JOIN zip_code AS z ON m.zip = z.zip_code WHERE b.remaining > 1800 ORDER BY b.remaining DESC NULLS LAST"
4389,toxicology,"SELECT m.molecule_id, m.label, b.bond_type FROM molecule AS m INNER JOIN bond_list AS b ON m.molecule_id = b.molecule_id WHERE b.bond_type LIKE 'a%' ORDER BY m.label NULLS FIRST, b.transact_dt_tm NULLS FIRST"
4390,financial,"SELECT player_id FROM player_stats GROUP BY player_id HAVING COUNT(match_id) > 7 AND (MAX(assists) - MIN(assists)) > 3;"
4391,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_type, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE bl.transact_dt_tm BETWEEN '2024-01-01' AND '2024-12-31' AND m.label LIKE 'CH4%' ORDER BY m.molecule_id ASC, a.atom_id DESC, bl.transact_dt_tm ASC"
4392,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplaypassing, ta.buildupplaypassingclass, ta.chancecreationshooting, ta.chancecreationshootingclass, ta.defenceaggression, ta.defenceaggressionclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2024-05-15 00:00:00'"
4393,student_club,"WITH member_expenses AS (SELECT link_to_member, expense_id, SUM(cost) AS total_cost, ROW_NUMBER() OVER (PARTITION BY link_to_member ORDER BY SUM(cost) DESC) AS rank, 'Member Top 3' AS result_type FROM expense WHERE approved = 'No' GROUP BY link_to_member, expense_id), expense_members AS (SELECT link_to_member, expense_id, SUM(cost) AS total_cost, ROW_NUMBER() OVER (PARTITION BY expense_id ORDER BY SUM(cost) DESC) AS rank, 'Expense Top Member' AS result_type FROM expense WHERE approved = 'No' GROUP BY link_to_member, expense_id) SELECT link_to_member, expense_id, total_cost, result_type FROM member_expenses WHERE rank <= 3 UNION ALL SELECT link_to_member, expense_id, total_cost, result_type FROM expense_members WHERE rank = 1 ORDER BY result_type, link_to_member, expense_id"
4394,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_list.bond_id, bond_list.bond_type, bond_list.transact_dt_tm FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id2 INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id WHERE atom.element = 'Rn' ORDER BY molecule.molecule_id ASC, atom.atom_id DESC, bond_list.transact_dt_tm NULLS FIRST"
4395,superhero,"SELECT s.superhero_name, r.race, a.alignment FROM superhero s JOIN race r ON s.race_id = r.id JOIN alignment a ON s.alignment_id = a.id WHERE s.weight_kg > 130 AND s.gender_id = 1"
4396,student_club,"SELECT e.event_name, SUM(b.spent) AS total_expenses FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2024-04-01' AND '2024-09-30' AND e.type = 'Fundraiser' GROUP BY e.event_name HAVING SUM(b.spent) > 2000 ORDER BY total_expenses DESC LIMIT 3"
4397,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'A%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Alpine%')"
4398,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1 AND q3 IS NOT NULL AND q3 <> '0' AND q3 LIKE '2%' AND q3 NOT LIKE '1%' AND q3 NOT LIKE '3%' AND q3 NOT LIKE '4%' AND q3 NOT LIKE '5%'"
4399,toxicology,"SELECT molecule.molecule_id, molecule.label, atom.atom_id, atom.element, bond_ref.bond_type, bond_ref.bond_seq FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id INNER JOIN connected ON atom.atom_id = connected.atom_id INNER JOIN bond_list ON connected.bond_id = bond_list.bond_id INNER JOIN bond_ref ON bond_list.bond_type = bond_ref.bond_type WHERE atom.element = 'Pt' ORDER BY molecule.molecule_id DESC, atom.atom_id ASC, bond_ref.bond_seq NULLS FIRST"
4400,toxicology,"SELECT * FROM bond_ref LEFT JOIN molecule ON bond_ref.bond_type = molecule.label WHERE bond_ref.bond_seq < 10"
4401,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'Fe' ORDER BY m.molecule_id ASC, a.atom_id NULLS FIRST, b.bond_id NULLS LAST"
4402,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'G%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Garden%')"
4403,student_club,"SELECT COUNT(DISTINCT member.member_id) AS member_count, zip_code.state FROM member JOIN zip_code ON member.zip = zip_code.zip_code WHERE member.position = 'volunteer' AND zip_code.type = 'standard' AND member.t_shirt_size = 'M' GROUP BY zip_code.state, member.position, zip_code.type, member.t_shirt_size, member.email, member.phone, member.first_name, member.last_name"
4404,codebase_community,"SELECT year_created, displayname, cnt_votes FROM (SELECT EXTRACT(YEAR FROM CAST(v.creationdate AS DATE)) AS year_created, u.displayname, COUNT(v.id) AS cnt_votes, RANK() OVER (PARTITION BY EXTRACT(YEAR FROM CAST(v.creationdate AS DATE)) ORDER BY COUNT(v.id) DESC NULLS LAST) AS rn FROM votes AS v INNER JOIN users AS u ON v.userid = u.id WHERE u.displayname LIKE 'X%' GROUP BY EXTRACT(YEAR FROM CAST(v.creationdate AS DATE)), u.id, u.displayname) AS v WHERE rn <= 3 ORDER BY year_created NULLS FIRST, cnt_votes DESC NULLS LAST"
4405,formula_1,"SELECT raceid, q3 FROM (SELECT raceid, q3, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM qualifying GROUP BY raceid, q3) subq WHERE rank = 1"
4406,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYSPEED, TA.CHANCECREATIONPASSING, TA.DEFENCEAGGRESSION, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYSPEED < (SELECT AVG(BUILDUPPLAYSPEED) FROM team_attributes) AND TA.DEFENCETEAMWIDTH > (SELECT AVG(DEFENCETEAMWIDTH) FROM team_attributes)"
4407,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYPASSING, TA.CHANCECREATIONSHOOTING, TA.DEFENCEPRESSURE, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYPASSING < (SELECT AVG(BUILDUPPLAYPASSING) FROM team_attributes) AND TA.CHANCECREATIONSHOOTING > (SELECT AVG(CHANCECREATIONSHOOTING) FROM team_attributes)"
4408,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE a.element = 'Zn' ORDER BY m.molecule_id ASC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
4409,toxicology,"SELECT molecule.molecule_id, COUNT(DISTINCT atom.atom_id) AS unique_sodium_atoms FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE atom.element = 'Na' GROUP BY molecule.molecule_id;"
4410,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'Pd%' ORDER BY m.label NULLS LAST, a.atom_id NULLS LAST"
4411,superhero,"SELECT sqP.publisher_count AS total_by_publisher, P.publisher_name AS publisher, C.colour AS hair_colour, sqPC.publisher_colour_count AS count_by_publisher_colour FROM (SELECT publisher_id, COUNT(*) AS publisher_count FROM superhero WHERE publisher_id IS NOT NULL GROUP BY publisher_id) sqP INNER JOIN (SELECT publisher_id, hair_colour_id, COUNT(*) AS publisher_colour_count FROM superhero WHERE hair_colour_id IS NOT NULL GROUP BY publisher_id, hair_colour_id) sqPC ON sqP.publisher_id = sqPC.publisher_id INNER JOIN publisher P ON sqP.publisher_id = P.id INNER JOIN colour C ON sqPC.hair_colour_id = C.id WHERE C.colour LIKE 'Blonde%' ORDER BY P.publisher_name, C.colour;"
4412,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN got > 70 THEN 'TRUE' END), 'FALSE') AS Very_High_GOT, COALESCE(MAX(CASE WHEN gpt > 70 THEN 'TRUE' END), 'FALSE') AS Very_High_GPT, COALESCE(MAX(CASE WHEN ldh > 400 THEN 'TRUE' END), 'FALSE') AS Very_High_LDH FROM laboratory GROUP BY id"
4413,california_schools,"SELECT cdscode, COUNT(admlname3) FROM schools WHERE county = 'Ventura County' GROUP BY cdscode LIMIT 15"
4414,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'P' AND br.bond_seq > 2 ORDER BY m.molecule_id ASC, a.atom_id DESC, br.bond_seq DESC"
4415,superhero,"SELECT sh.id AS hero_id, sh.superhero_name, c.colour AS skin_color FROM superhero AS sh JOIN colour AS c ON sh.skin_colour_id = c.id WHERE c.colour LIKE '%Black%' ORDER BY sh.id DESC"
4416,thrombosis_prediction,"SELECT p.id AS patient_id, p.sex, COALESCE(l.crp, 'Negative') AS crp_result FROM patient AS p LEFT JOIN laboratory AS l ON p.id = l.id WHERE l.date BETWEEN '2021-01-01' AND '2023-12-31' ORDER BY p.id DESC NULLS LAST"
4417,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.glu FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'SLE' AND l.glu > 120 GROUP BY p.diagnosis, l.glu HAVING COUNT(*) > 1) AS j ON (p.diagnosis = j.diagnosis AND l.glu = j.glu)"
4418,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE br.bond_seq BETWEEN 7 AND 10 AND m.label LIKE 'Ar%' ORDER BY m.molecule_id ASC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
4419,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_examined_count, COUNT(primary_pathology_lymph_node_examined_count) AS lymph_node_examined_count FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_examined_count BETWEEN 8 AND 12 GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_examined_count ORDER BY patients.patient_id;"
4420,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'C%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Coastal%')"
4421,formula_1,"SELECT raceid, name FROM (SELECT raceid, name, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM races GROUP BY raceid, name) subq WHERE rank = 1"
4422,thrombosis_prediction,"SELECT id, COALESCE(MAX(CASE WHEN igg > 34 THEN 'TRUE' END), 'FALSE') AS Extremely_High_IgG, COALESCE(MAX(CASE WHEN iga > 34 THEN 'TRUE' END), 'FALSE') AS Extremely_High_IgA, COALESCE(MAX(CASE WHEN igm > 34 THEN 'TRUE' END), 'FALSE') AS Extremely_High_IgM FROM laboratory GROUP BY id"
4423,superhero,"SELECT * FROM attribute JOIN hero_attribute ON hero_attribute.attribute_id = attribute.id WHERE NOT (attribute_name = 'Intelligence' AND attribute_value BETWEEN 50 AND 70)"
4424,student_club,"SELECT e.event_name, SUM(b.remaining) AS unused_funds FROM event e LEFT JOIN budget b ON e.event_id = b.link_to_event WHERE e.event_date BETWEEN '2024-07-01' AND '2024-12-31' AND e.type = 'Conference' GROUP BY e.event_name HAVING SUM(b.remaining) > 1000 ORDER BY unused_funds ASC LIMIT 3"
4425,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'K' ORDER BY m.molecule_id ASC, a.atom_id NULLS FIRST, b.bond_id NULLS LAST"
4426,student_club,"SELECT M.member_id, M.first_name, M.last_name FROM member AS M WHERE M.member_id IN (SELECT link_to_member FROM expense WHERE cost BETWEEN 200 AND 500 AND approved = 'No') AND M.position = 'Financial Analyst'"
4427,toxicology,"SELECT (SELECT COUNT(*) FROM bond_list WHERE bond_type = 'IONIC') AS bond_type_count, transact_dt_tm, COUNT(*) AS transact_dt_tm_count FROM bond_list GROUP BY ROLLUP (transact_dt_tm)"
4428,toxicology,"SELECT * FROM connected LEFT JOIN atom ON connected.atom_id2 = atom.atom_id WHERE atom.element = 'aluminum' AND atom.molecule_id LIKE 'INORG%'"
4429,toxicology,"SELECT molecule.label, COUNT(atom.element) AS chlorine_atoms FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE atom.element = 'Cl' GROUP BY molecule.label ORDER BY chlorine_atoms DESC"
4430,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type, c.atom_id2 FROM molecule AS m LEFT JOIN atom AS a ON m.molecule_id = a.molecule_id LEFT JOIN connected AS c ON a.atom_id = c.atom_id LEFT JOIN bond_list AS b ON c.bond_id = b.bond_id WHERE a.element = 'Au' AND b.transact_dt_tm BETWEEN '2024-01-01' AND '2024-06-30' ORDER BY m.label DESC, a.atom_id DESC, b.transact_dt_tm NULLS FIRST"
4431,card_games,"SELECT * FROM card_choice WHERE 2 = (CASE WHEN card_id < 300 THEN 1 ELSE 0 END) + (CASE WHEN non_valid_cards IS NULL THEN 1 ELSE 0 END);"
4432,superhero,"SELECT CASE WHEN s.id = 700 THEN 700 WHEN s.id = 701 THEN 701 WHEN s.id = 702 THEN 702 END AS fixed_id, s.superhero_name, a.attribute_name FROM superhero AS s JOIN hero_attribute AS ha ON s.id = ha.hero_id JOIN attribute AS a ON ha.attribute_id = a.id WHERE s.id IN (700, 701, 702) AND a.attribute_name LIKE 'Speed%'"
4433,superhero,"WITH SUPERHERO_GROUP_RANK AS (SELECT ID, SUBGROUP1, ROW_NUMBER() OVER (ORDER BY ID DESC NULLS LAST) AS RANK FROM SUPERHERO_GROUP) SELECT S1.SUBGROUP1 AS CURRENT_SUBGROUP, S2.SUBGROUP1 AS SUBGROUP_AFTER_3 FROM SUPERHERO_GROUP_RANK AS S1 LEFT JOIN SUPERHERO_GROUP_RANK AS S2 ON S2.RANK = S1.RANK + 3"
4434,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence, AVG(demographics.height) AS avg_height FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence = FALSE AND demographics.gender = 'Male' GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence ORDER BY patients.patient_id;"
4435,student_club,"SELECT * FROM member WHERE zip >= 30000 AND zip <= 50000 AND link_to_major = 'recggMW2eyCYceNcy' ORDER BY first_name NULLS FIRST"
4436,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS merged_identifier, COALESCE(a.molecule_id, b.molecule_id) AS chemical_code, COALESCE(a.element, b.bond_type) AS property_value FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.molecule_id = b.molecule_id WHERE a.element LIKE 'Ce%' OR b.transact_dt_tm BETWEEN '2023-04-15' AND '2023-10-15' ORDER BY merged_identifier DESC, chemical_code ASC"
4437,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'As%' ORDER BY m.label NULLS FIRST, a.atom_id NULLS FIRST"
4438,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE br.bond_seq BETWEEN 34 AND 40 AND m.label LIKE 'Au%' ORDER BY m.molecule_id DESC, a.atom_id NULLS FIRST, c.atom_id2 NULLS LAST"
4439,superhero,"WITH MEMBER_PRIVILEGES_RANK AS (SELECT PRIVILEGE_ID, MEMBER_ID, ROW_NUMBER() OVER (ORDER BY PRIVILEGE_ID DESC NULLS LAST) AS RANK FROM MEMBER_PRIVILEGES) SELECT M1.MEMBER_ID AS CURRENT_MEMBER, M2.MEMBER_ID AS MEMBER_BEFORE_6 FROM MEMBER_PRIVILEGES_RANK AS M1 LEFT JOIN MEMBER_PRIVILEGES_RANK AS M2 ON M2.RANK = M1.RANK - 6"
4440,european_football_2,"SELECT p.player_name, p.height, COUNT(pa.id) AS defensive_count FROM player p JOIN player_attributes pa ON p.player_api_id = pa.player_api_id WHERE pa.sliding_tackle > 75 AND p.height > 180 GROUP BY p.player_name, p.height HAVING COUNT(pa.id) > 8;"
4441,codebase_community,"SELECT year_created, profileimageurl, cnt_posthistory FROM (SELECT EXTRACT(YEAR FROM CAST(ph.creationdate AS DATE)) AS year_created, u.profileimageurl, COUNT(ph.id) AS cnt_posthistory, RANK() OVER (PARTITION BY EXTRACT(YEAR FROM CAST(ph.creationdate AS DATE)) ORDER BY COUNT(ph.id) DESC NULLS LAST) AS rn FROM posthistory AS ph INNER JOIN users AS u ON ph.userid = u.id WHERE u.profileimageurl IS NOT NULL GROUP BY EXTRACT(YEAR FROM CAST(ph.creationdate AS DATE)), u.profileimageurl) AS ph WHERE rn <= 5 ORDER BY year_created NULLS FIRST, cnt_posthistory DESC NULLS LAST"
4442,esophageal,"SELECT
    patients.patient_id,
    demographics.height,
    treatment_and_followup.primary_pathology_karnofsky_performance_score,
    MIN(primary_pathology_karnofsky_performance_score) AS min_performance_score
    FROM patients
    JOIN treatment_and_followup ON patients.patient_id = treatment_and_followup.patient_id
    JOIN demographics ON patients.patient_id = demographics.patient_id
    WHERE informed_consent_verified = TRUE AND treatment_and_followup.primary_pathology_karnofsky_performance_score IS NOT NULL
    GROUP BY patients.patient_id, demographics.height, treatment_and_followup.primary_pathology_karnofsky_performance_score
    ORDER BY patients.patient_id;"
4443,card_games,"SELECT * FROM cards WHERE 3 = (CASE WHEN artist LIKE 'H%' THEN 1 ELSE 0 END) + (CASE WHEN convertedmanacost = 7.0 THEN 1 ELSE 0 END) + (CASE WHEN hasfoil = 1 THEN 1 ELSE 0 END);"
4444,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS unified_identifier, COALESCE(a.molecule_id, b.molecule_id) AS chemical_reference, COALESCE(a.element, b.bond_type) AS property_description FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.molecule_id = b.molecule_id WHERE a.element LIKE 'Rn%' OR b.transact_dt_tm BETWEEN '2023-01-01' AND '2023-06-30' ORDER BY unified_identifier DESC, chemical_reference ASC"
4445,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS fusion_id, COALESCE(a.molecule_id, b.molecule_id) AS substance_code, COALESCE(a.element, b.bond_type) AS characteristic FROM atom AS a FULL OUTER JOIN bond AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Ba%' OR b.bond_type IN ('hydrogen', 'metallic') ORDER BY fusion_id DESC, substance_code ASC"
4446,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS composite_key, COALESCE(a.molecule_id, b.molecule_id) AS molecule_ref, COALESCE(a.element, b.bond_type) AS property FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.molecule_id = b.molecule_id WHERE a.element LIKE 'Be%' OR b.transact_dt_tm < '2022-12-31' ORDER BY composite_key DESC, molecule_ref ASC"
4447,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS combined_key, COALESCE(a.molecule_id, b.molecule_id) AS molecule_ref, COALESCE(a.element, b.bond_type) AS property_type FROM atom AS a FULL OUTER JOIN bond AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Zn%' OR b.bond_type IN ('hydrogen', 'metallic') ORDER BY combined_key DESC, molecule_ref ASC"
4448,student_club,"SELECT link_to_member, SUM(cost) AS total_expense FROM expense WHERE cost > 60 GROUP BY link_to_member HAVING SUM(cost) > 200"
4449,california_schools,"SELECT s.district FROM schools s WHERE s.county IN ('San Joaquin', 'Stanislaus') AND s.charter = 0 AND s.magnet = 1 AND s.virtual = 'N' GROUP BY s.district HAVING COUNT(DISTINCT s.county) = 2;"
